Circuit: * C:\Users\USER\Desktop\ECE445_SeniorDesign\Notebooks\Kanin\Simulation\Buck-converter.asc

WARNING: Node N004 is floating.
WARNING: Node N002 is floating.

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 0.0244 ++++++++++++++++++++to 0.0244
Heightened Def Con from 0.0244063 +++++++++++++++++++to 0.0244063
Heightened Def Con from 0.0244333 ++++++++++++++++++++to 0.0244333
Heightened Def Con from 0.0244667 ++++++++++++++++++++to 0.0244667
Heightened Def Con from 0.0244688 +++++++++++++++++++to 0.0244688
Heightened Def Con from 0.0245 ++++++++++++++++++++to 0.0245
Heightened Def Con from 0.0245313 +++++++++++++++++++to 0.0245313
Heightened Def Con from 0.0245333 ++++++++++++++++++++to 0.0245333
Heightened Def Con from 0.0245667 ++++++++++++++++++++to 0.0245667
Heightened Def Con from 0.0245938 +++++++++++++++++++to 0.0245938
Heightened Def Con from 0.0246 ++++++++++++++++++++to 0.0246
Heightened Def Con from 0.0246333 ++++++++++++++++++++to 0.0246333
Heightened Def Con from 0.0246563 +++++++++++++++++++to 0.0246563
Heightened Def Con from 0.0246667 ++++++++++++++++++++to 0.0246667
Heightened Def Con from 0.0247 ++++++++++++++++++++to 0.0247
Heightened Def Con from 0.0247188 +++++++++++++++++++to 0.0247188
Heightened Def Con from 0.0247333 ++++++++++++++++++++to 0.0247333
Heightened Def Con from 0.0247667 ++++++++++++++++++++to 0.0247667
Heightened Def Con from 0.0247813 +++++++++++++++++++to 0.0247813
Heightened Def Con from 0.0248 ++++++++++++++++++++to 0.0248
Heightened Def Con from 0.0248333 ++++++++++++++++++++to 0.0248333
Heightened Def Con from 0.0248438 +++++++++++++++++++to 0.0248438
Heightened Def Con from 0.0248667 ++++++++++++++++++++to 0.0248667
Heightened Def Con from 0.0249 ++++++++++++++++++++to 0.0249
Heightened Def Con from 0.0249063 +++++++++++++++++++to 0.0249063
Heightened Def Con from 0.0249333 ++++++++++++++++++++to 0.0249333
Heightened Def Con from 0.0249667 ++++++++++++++++++++to 0.0249667
Heightened Def Con from 0.0249688 +++++++++++++++++++to 0.0249688
Heightened Def Con from 0.025 ++++++++++++++++++++to 0.025
Heightened Def Con from 0.0250313 +++++++++++++++++++to 0.0250313
Heightened Def Con from 0.0250333 ++++++++++++++++++++to 0.0250333
Heightened Def Con from 0.0250667 ++++++++++++++++++++to 0.0250667
Heightened Def Con from 0.0250938 +++++++++++++++++++to 0.0250938
Heightened Def Con from 0.0251 ++++++++++++++++++++to 0.0251
Heightened Def Con from 0.0251333 ++++++++++++++++++++to 0.0251333
Heightened Def Con from 0.0251563 +++++++++++++++++++to 0.0251563
Heightened Def Con from 0.0251667 ++++++++++++++++++++to 0.0251667
Heightened Def Con from 0.0252 ++++++++++++++++++++to 0.0252
Heightened Def Con from 0.0252188 +++++++++++++++++++to 0.0252188
Heightened Def Con from 0.0252333 ++++++++++++++++++++to 0.0252333
Heightened Def Con from 0.0252667 ++++++++++++++++++++to 0.0252667
Heightened Def Con from 0.0252813 +++++++++++++++++++to 0.0252813
Heightened Def Con from 0.0253 ++++++++++++++++++++to 0.0253
Heightened Def Con from 0.0253333 ++++++++++++++++++++to 0.0253333
Heightened Def Con from 0.0253438 +++++++++++++++++++to 0.0253438
Heightened Def Con from 0.0253667 ++++++++++++++++++++to 0.0253667
Heightened Def Con from 0.0254 ++++++++++++++++++++to 0.0254
Heightened Def Con from 0.0254063 +++++++++++++++++++to 0.0254063
Heightened Def Con from 0.0254333 ++++++++++++++++++++to 0.0254333
Heightened Def Con from 0.0254667 ++++++++++++++++++++to 0.0254667
Heightened Def Con from 0.0254688 +++++++++++++++++++to 0.0254688
Heightened Def Con from 0.0255 ++++++++++++++++++++to 0.0255
Heightened Def Con from 0.0255313 +++++++++++++++++++to 0.0255313
Heightened Def Con from 0.0255333 ++++++++++++++++++++to 0.0255333
Heightened Def Con from 0.0255667 ++++++++++++++++++++to 0.0255667
Heightened Def Con from 0.0255938 +++++++++++++++++++to 0.0255938
Heightened Def Con from 0.0256 ++++++++++++++++++++to 0.0256
Heightened Def Con from 0.0256333 ++++++++++++++++++++to 0.0256333
Heightened Def Con from 0.0256563 +++++++++++++++++++to 0.0256563
Heightened Def Con from 0.0256667 ++++++++++++++++++++to 0.0256667
Heightened Def Con from 0.0257 ++++++++++++++++++++to 0.0257
Heightened Def Con from 0.0257188 +++++++++++++++++++to 0.0257188
Heightened Def Con from 0.0257333 ++++++++++++++++++++to 0.0257333
Heightened Def Con from 0.0257667 ++++++++++++++++++++to 0.0257667
Heightened Def Con from 0.0257813 +++++++++++++++++++to 0.0257813
Heightened Def Con from 0.0258 ++++++++++++++++++++to 0.0258
Heightened Def Con from 0.0258333 ++++++++++++++++++++to 0.0258333
Heightened Def Con from 0.0258438 +++++++++++++++++++to 0.0258438
Heightened Def Con from 0.0258667 ++++++++++++++++++++to 0.0258667
Heightened Def Con from 0.0259 ++++++++++++++++++++to 0.0259
Heightened Def Con from 0.0259063 +++++++++++++++++++to 0.0259063
Heightened Def Con from 0.0259333 ++++++++++++++++++++to 0.0259333
Heightened Def Con from 0.0259667 ++++++++++++++++++++to 0.0259667
Heightened Def Con from 0.0259688 +++++++++++++++++++to 0.0259688
Heightened Def Con from 0.026 ++++++++++++++++++++to 0.026
Heightened Def Con from 0.0260313 +++++++++++++++++++to 0.0260313
Heightened Def Con from 0.0260333 ++++++++++++++++++++to 0.0260333
Heightened Def Con from 0.0260667 ++++++++++++++++++++to 0.0260667
Heightened Def Con from 0.0260938 +++++++++++++++++++to 0.0260938
Heightened Def Con from 0.0261 ++++++++++++++++++++to 0.0261
Heightened Def Con from 0.0261333 ++++++++++++++++++++to 0.0261333
Heightened Def Con from 0.0261563 +++++++++++++++++++to 0.0261563
Heightened Def Con from 0.0261667 ++++++++++++++++++++to 0.0261667
Heightened Def Con from 0.0262 ++++++++++++++++++++to 0.0262
Heightened Def Con from 0.0262188 +++++++++++++++++++to 0.0262188
Heightened Def Con from 0.0262333 ++++++++++++++++++++to 0.0262333
Heightened Def Con from 0.0262667 ++++++++++++++++++++to 0.0262667
Heightened Def Con from 0.0262813 +++++++++++++++++++to 0.0262813
Heightened Def Con from 0.0263 ++++++++++++++++++++to 0.0263
Heightened Def Con from 0.0263333 ++++++++++++++++++++to 0.0263333
Heightened Def Con from 0.0263438 +++++++++++++++++++to 0.0263438
Heightened Def Con from 0.0263667 ++++++++++++++++++++to 0.0263667
Heightened Def Con from 0.0264 ++++++++++++++++++++to 0.0264
Heightened Def Con from 0.0264063 +++++++++++++++++++to 0.0264063
Heightened Def Con from 0.0264333 ++++++++++++++++++++to 0.0264333
Heightened Def Con from 0.0264667 ++++++++++++++++++++to 0.0264667
Heightened Def Con from 0.0264688 +++++++++++++++++++to 0.0264688
Heightened Def Con from 0.0265 ++++++++++++++++++++to 0.0265
Heightened Def Con from 0.0265313 +++++++++++++++++++to 0.0265313
Heightened Def Con from 0.0265333 ++++++++++++++++++++to 0.0265333
Heightened Def Con from 0.0265667 ++++++++++++++++++++to 0.0265667
Heightened Def Con from 0.0265938 +++++++++++++++++++to 0.0265938
Heightened Def Con from 0.0266 ++++++++++++++++++++to 0.0266
Heightened Def Con from 0.0266333 ++++++++++++++++++++to 0.0266333
Heightened Def Con from 0.0266563 +++++++++++++++++++to 0.0266563
Heightened Def Con from 0.0266667 ++++++++++++++++++++to 0.0266667
Heightened Def Con from 0.0267 ++++++++++++++++++++to 0.0267
Heightened Def Con from 0.0267188 +++++++++++++++++++to 0.0267188
Heightened Def Con from 0.0267333 ++++++++++++++++++++to 0.0267333
Heightened Def Con from 0.0267667 ++++++++++++++++++++to 0.0267667
Heightened Def Con from 0.0267813 +++++++++++++++++++to 0.0267813
Heightened Def Con from 0.0268 ++++++++++++++++++++to 0.0268
Heightened Def Con from 0.0268333 ++++++++++++++++++++to 0.0268333
Heightened Def Con from 0.0268438 +++++++++++++++++++to 0.0268438
Heightened Def Con from 0.0268667 ++++++++++++++++++++to 0.0268667
Heightened Def Con from 0.0269 ++++++++++++++++++++to 0.0269
Heightened Def Con from 0.0269063 +++++++++++++++++++to 0.0269063
Heightened Def Con from 0.0269333 ++++++++++++++++++++to 0.0269333
Heightened Def Con from 0.0269667 ++++++++++++++++++++to 0.0269667
Heightened Def Con from 0.0269688 +++++++++++++++++++to 0.0269688
Heightened Def Con from 0.027 ++++++++++++++++++++to 0.027
Heightened Def Con from 0.0270313 +++++++++++++++++++to 0.0270313
Heightened Def Con from 0.0270333 ++++++++++++++++++++to 0.0270333
Heightened Def Con from 0.0270667 ++++++++++++++++++++to 0.0270667
Heightened Def Con from 0.0270938 +++++++++++++++++++to 0.0270938
Heightened Def Con from 0.0271 ++++++++++++++++++++to 0.0271
Heightened Def Con from 0.0271333 ++++++++++++++++++++to 0.0271333
Heightened Def Con from 0.0271563 +++++++++++++++++++to 0.0271563
Heightened Def Con from 0.0271667 ++++++++++++++++++++to 0.0271667
Heightened Def Con from 0.0272 ++++++++++++++++++++to 0.0272
Heightened Def Con from 0.0272188 +++++++++++++++++++to 0.0272188
Heightened Def Con from 0.0272333 ++++++++++++++++++++to 0.0272333
Heightened Def Con from 0.0272667 ++++++++++++++++++++to 0.0272667
Heightened Def Con from 0.0272813 +++++++++++++++++++to 0.0272813
Heightened Def Con from 0.0273 ++++++++++++++++++++to 0.0273
Heightened Def Con from 0.0273333 ++++++++++++++++++++to 0.0273333
Heightened Def Con from 0.0273438 +++++++++++++++++++to 0.0273438
Heightened Def Con from 0.0273667 ++++++++++++++++++++to 0.0273667
Heightened Def Con from 0.0274 ++++++++++++++++++++to 0.0274
Heightened Def Con from 0.0274063 +++++++++++++++++++to 0.0274063
Heightened Def Con from 0.0274333 ++++++++++++++++++++to 0.0274333
Heightened Def Con from 0.0274667 ++++++++++++++++++++to 0.0274667
Heightened Def Con from 0.0274688 +++++++++++++++++++to 0.0274688
Heightened Def Con from 0.0275 ++++++++++++++++++++to 0.0275
Heightened Def Con from 0.0275313 +++++++++++++++++++to 0.0275313
Heightened Def Con from 0.0275333 ++++++++++++++++++++to 0.0275333
Heightened Def Con from 0.0275667 ++++++++++++++++++++to 0.0275667
Heightened Def Con from 0.0275938 +++++++++++++++++++to 0.0275938
Heightened Def Con from 0.0276 ++++++++++++++++++++to 0.0276
Heightened Def Con from 0.0276333 ++++++++++++++++++++to 0.0276333
Heightened Def Con from 0.0276563 +++++++++++++++++++to 0.0276563
Heightened Def Con from 0.0276667 ++++++++++++++++++++to 0.0276667
Heightened Def Con from 0.0277 ++++++++++++++++++++to 0.0277
Heightened Def Con from 0.0277188 +++++++++++++++++++to 0.0277188
Heightened Def Con from 0.0277333 ++++++++++++++++++++to 0.0277333
Heightened Def Con from 0.0277667 ++++++++++++++++++++to 0.0277667
Heightened Def Con from 0.0277813 +++++++++++++++++++to 0.0277813
Heightened Def Con from 0.0278 ++++++++++++++++++++to 0.0278
Heightened Def Con from 0.0278333 ++++++++++++++++++++to 0.0278333
Heightened Def Con from 0.0278438 +++++++++++++++++++to 0.0278438
Heightened Def Con from 0.0278667 ++++++++++++++++++++to 0.0278667
Heightened Def Con from 0.0279 ++++++++++++++++++++to 0.0279
Heightened Def Con from 0.0279063 +++++++++++++++++++to 0.0279063
Heightened Def Con from 0.0279333 ++++++++++++++++++++to 0.0279333
Heightened Def Con from 0.0279667 ++++++++++++++++++++to 0.0279667
Heightened Def Con from 0.0279688 +++++++++++++++++++to 0.0279688
Heightened Def Con from 0.028 ++++++++++++++++++++to 0.028
Heightened Def Con from 0.0280313 +++++++++++++++++++to 0.0280313
Heightened Def Con from 0.0280333 ++++++++++++++++++++to 0.0280333
Heightened Def Con from 0.0280667 ++++++++++++++++++++to 0.0280667
Heightened Def Con from 0.0280938 +++++++++++++++++++to 0.0280938
Heightened Def Con from 0.0281 ++++++++++++++++++++to 0.0281
Heightened Def Con from 0.0281333 ++++++++++++++++++++to 0.0281333
Heightened Def Con from 0.0281563 +++++++++++++++++++to 0.0281563
Heightened Def Con from 0.0281667 ++++++++++++++++++++to 0.0281667
Heightened Def Con from 0.0282 ++++++++++++++++++++to 0.0282
Heightened Def Con from 0.0282188 +++++++++++++++++++to 0.0282188
Heightened Def Con from 0.0282333 ++++++++++++++++++++to 0.0282333
Heightened Def Con from 0.0282667 ++++++++++++++++++++to 0.0282667
Heightened Def Con from 0.0282813 +++++++++++++++++++to 0.0282813
Heightened Def Con from 0.0283 ++++++++++++++++++++to 0.0283
Heightened Def Con from 0.0283333 ++++++++++++++++++++to 0.0283333
Heightened Def Con from 0.0283438 +++++++++++++++++++to 0.0283438
Heightened Def Con from 0.0283667 ++++++++++++++++++++to 0.0283667
Heightened Def Con from 0.0284 ++++++++++++++++++++to 0.0284
Heightened Def Con from 0.0284063 +++++++++++++++++++to 0.0284063
Heightened Def Con from 0.0284333 ++++++++++++++++++++to 0.0284333
Heightened Def Con from 0.0284667 ++++++++++++++++++++to 0.0284667
Heightened Def Con from 0.0284688 +++++++++++++++++++to 0.0284688
Heightened Def Con from 0.0285 ++++++++++++++++++++to 0.0285
Heightened Def Con from 0.0285313 +++++++++++++++++++to 0.0285313
Heightened Def Con from 0.0285333 ++++++++++++++++++++to 0.0285333
Heightened Def Con from 0.0285667 ++++++++++++++++++++to 0.0285667
Heightened Def Con from 0.0285938 +++++++++++++++++++to 0.0285938
Heightened Def Con from 0.0286 ++++++++++++++++++++to 0.0286
Heightened Def Con from 0.0286333 ++++++++++++++++++++to 0.0286333
Heightened Def Con from 0.0286563 +++++++++++++++++++to 0.0286563
Heightened Def Con from 0.0286667 ++++++++++++++++++++to 0.0286667
Heightened Def Con from 0.0287 ++++++++++++++++++++to 0.0287
Heightened Def Con from 0.0287188 +++++++++++++++++++to 0.0287188
Heightened Def Con from 0.0287333 ++++++++++++++++++++to 0.0287333
Heightened Def Con from 0.0287667 ++++++++++++++++++++to 0.0287667
Heightened Def Con from 0.0287813 +++++++++++++++++++to 0.0287813
Heightened Def Con from 0.0288 ++++++++++++++++++++to 0.0288
Heightened Def Con from 0.0288333 ++++++++++++++++++++to 0.0288333
Heightened Def Con from 0.0288438 +++++++++++++++++++to 0.0288438
Heightened Def Con from 0.0288667 ++++++++++++++++++++to 0.0288667
Heightened Def Con from 0.0289 ++++++++++++++++++++to 0.0289
Heightened Def Con from 0.0289063 +++++++++++++++++++to 0.0289063
Heightened Def Con from 0.0289333 ++++++++++++++++++++to 0.0289333
Heightened Def Con from 0.0289667 ++++++++++++++++++++to 0.0289667
Heightened Def Con from 0.0289688 +++++++++++++++++++to 0.0289688
Heightened Def Con from 0.029 ++++++++++++++++++++to 0.029
Heightened Def Con from 0.0290313 +++++++++++++++++++to 0.0290313
Heightened Def Con from 0.0290333 ++++++++++++++++++++to 0.0290333
Heightened Def Con from 0.0290667 ++++++++++++++++++++to 0.0290667
Heightened Def Con from 0.0290938 +++++++++++++++++++to 0.0290938
Heightened Def Con from 0.0291 ++++++++++++++++++++to 0.0291
Heightened Def Con from 0.0291333 ++++++++++++++++++++to 0.0291333
Heightened Def Con from 0.0291563 +++++++++++++++++++to 0.0291563
Heightened Def Con from 0.0291667 ++++++++++++++++++++to 0.0291667
Heightened Def Con from 0.0292 ++++++++++++++++++++to 0.0292
Heightened Def Con from 0.0292188 +++++++++++++++++++to 0.0292188
Heightened Def Con from 0.0292333 ++++++++++++++++++++to 0.0292333
Heightened Def Con from 0.0292667 ++++++++++++++++++++to 0.0292667
Heightened Def Con from 0.0292813 +++++++++++++++++++to 0.0292813
Heightened Def Con from 0.0293 ++++++++++++++++++++to 0.0293
Heightened Def Con from 0.0293333 ++++++++++++++++++++to 0.0293333
Heightened Def Con from 0.0293438 +++++++++++++++++++to 0.0293438
Heightened Def Con from 0.0293667 ++++++++++++++++++++to 0.0293667
Heightened Def Con from 0.0294 ++++++++++++++++++++to 0.0294
Heightened Def Con from 0.0294063 +++++++++++++++++++to 0.0294063
Heightened Def Con from 0.0294333 ++++++++++++++++++++to 0.0294333
Heightened Def Con from 0.0294667 ++++++++++++++++++++to 0.0294667
Heightened Def Con from 0.0294688 +++++++++++++++++++to 0.0294688
Heightened Def Con from 0.0295 ++++++++++++++++++++to 0.0295
Heightened Def Con from 0.0295313 +++++++++++++++++++to 0.0295313
Heightened Def Con from 0.0295333 ++++++++++++++++++++to 0.0295333
Heightened Def Con from 0.0295667 ++++++++++++++++++++to 0.0295667
Heightened Def Con from 0.0295938 +++++++++++++++++++to 0.0295938
Heightened Def Con from 0.0296 ++++++++++++++++++++to 0.0296
Heightened Def Con from 0.0296333 ++++++++++++++++++++to 0.0296333
Heightened Def Con from 0.0296563 +++++++++++++++++++to 0.0296563
Heightened Def Con from 0.0296667 ++++++++++++++++++++to 0.0296667
Heightened Def Con from 0.0297 ++++++++++++++++++++to 0.0297
Heightened Def Con from 0.0297188 +++++++++++++++++++to 0.0297188
Heightened Def Con from 0.0297333 ++++++++++++++++++++to 0.0297333
Heightened Def Con from 0.0297667 ++++++++++++++++++++to 0.0297667
Heightened Def Con from 0.0297813 +++++++++++++++++++to 0.0297813
Heightened Def Con from 0.0298 ++++++++++++++++++++to 0.0298
Heightened Def Con from 0.0298333 ++++++++++++++++++++to 0.0298333
Heightened Def Con from 0.0298438 +++++++++++++++++++to 0.0298438
Heightened Def Con from 0.0298667 ++++++++++++++++++++to 0.0298667
Heightened Def Con from 0.0299 ++++++++++++++++++++to 0.0299
Heightened Def Con from 0.0299063 +++++++++++++++++++to 0.0299063
Heightened Def Con from 0.0299333 ++++++++++++++++++++to 0.0299333
Heightened Def Con from 0.0299667 ++++++++++++++++++++to 0.0299667
Heightened Def Con from 0.0299688 +++++++++++++++++++to 0.0299688
Heightened Def Con from 0.03 ++++++++++++++++++++to 0.03
Heightened Def Con from 0.0300313 +++++++++++++++++++to 0.0300313
Heightened Def Con from 0.0300333 ++++++++++++++++++++to 0.0300333
Heightened Def Con from 0.0300667 ++++++++++++++++++++to 0.0300667
Heightened Def Con from 0.0300938 +++++++++++++++++++to 0.0300938
Heightened Def Con from 0.0301 ++++++++++++++++++++to 0.0301
Heightened Def Con from 0.0301333 ++++++++++++++++++++to 0.0301333
Heightened Def Con from 0.0301563 +++++++++++++++++++to 0.0301563
Heightened Def Con from 0.0301667 ++++++++++++++++++++to 0.0301667
Heightened Def Con from 0.0302 ++++++++++++++++++++to 0.0302
Heightened Def Con from 0.0302188 +++++++++++++++++++to 0.0302188
Heightened Def Con from 0.0302333 ++++++++++++++++++++to 0.0302333
Heightened Def Con from 0.0302667 ++++++++++++++++++++to 0.0302667
Heightened Def Con from 0.0302813 +++++++++++++++++++to 0.0302813
Heightened Def Con from 0.0303 ++++++++++++++++++++to 0.0303
Heightened Def Con from 0.0303333 ++++++++++++++++++++to 0.0303333
Heightened Def Con from 0.0303438 +++++++++++++++++++to 0.0303438
Heightened Def Con from 0.0303667 ++++++++++++++++++++to 0.0303667
Heightened Def Con from 0.0304 ++++++++++++++++++++to 0.0304
Heightened Def Con from 0.0304063 +++++++++++++++++++to 0.0304063
Heightened Def Con from 0.0304333 ++++++++++++++++++++to 0.0304333
Heightened Def Con from 0.0304667 ++++++++++++++++++++to 0.0304667
Heightened Def Con from 0.0304688 +++++++++++++++++++to 0.0304688
Heightened Def Con from 0.0305 ++++++++++++++++++++to 0.0305
Heightened Def Con from 0.0305313 +++++++++++++++++++to 0.0305313
Heightened Def Con from 0.0305333 ++++++++++++++++++++to 0.0305333
Heightened Def Con from 0.0305667 ++++++++++++++++++++to 0.0305667
Heightened Def Con from 0.0305938 +++++++++++++++++++to 0.0305938
Heightened Def Con from 0.0306 ++++++++++++++++++++to 0.0306
Heightened Def Con from 0.0306333 ++++++++++++++++++++to 0.0306333
Heightened Def Con from 0.0306563 +++++++++++++++++++to 0.0306563
Heightened Def Con from 0.0306667 ++++++++++++++++++++to 0.0306667
Heightened Def Con from 0.0307 ++++++++++++++++++++to 0.0307
Heightened Def Con from 0.0307188 +++++++++++++++++++to 0.0307188
Heightened Def Con from 0.0307333 ++++++++++++++++++++to 0.0307333
Heightened Def Con from 0.0307667 ++++++++++++++++++++to 0.0307667
Heightened Def Con from 0.0307813 +++++++++++++++++++to 0.0307813
Heightened Def Con from 0.0308 ++++++++++++++++++++to 0.0308
Heightened Def Con from 0.0308333 ++++++++++++++++++++to 0.0308333
Heightened Def Con from 0.0308438 +++++++++++++++++++to 0.0308438
Heightened Def Con from 0.0308667 ++++++++++++++++++++to 0.0308667
Heightened Def Con from 0.0309 ++++++++++++++++++++to 0.0309
Heightened Def Con from 0.0309063 +++++++++++++++++++to 0.0309063
Heightened Def Con from 0.0309333 ++++++++++++++++++++to 0.0309333
Heightened Def Con from 0.0309667 ++++++++++++++++++++to 0.0309667
Heightened Def Con from 0.0309688 +++++++++++++++++++to 0.0309688
Heightened Def Con from 0.031 ++++++++++++++++++++to 0.031
Heightened Def Con from 0.0310313 +++++++++++++++++++to 0.0310313
Heightened Def Con from 0.0310333 ++++++++++++++++++++to 0.0310333
Heightened Def Con from 0.0310667 ++++++++++++++++++++to 0.0310667
Heightened Def Con from 0.0310938 +++++++++++++++++++to 0.0310938
Heightened Def Con from 0.0311 ++++++++++++++++++++to 0.0311
Heightened Def Con from 0.0311333 ++++++++++++++++++++to 0.0311333
Heightened Def Con from 0.0311563 +++++++++++++++++++to 0.0311563
Heightened Def Con from 0.0311667 ++++++++++++++++++++to 0.0311667
Heightened Def Con from 0.0312 ++++++++++++++++++++to 0.0312
Heightened Def Con from 0.0312188 +++++++++++++++++++to 0.0312188
Heightened Def Con from 0.0312333 ++++++++++++++++++++to 0.0312333
Heightened Def Con from 0.0312667 ++++++++++++++++++++to 0.0312667
Heightened Def Con from 0.0312813 +++++++++++++++++++to 0.0312813
Heightened Def Con from 0.0313 ++++++++++++++++++++to 0.0313
Heightened Def Con from 0.0313333 ++++++++++++++++++++to 0.0313333
Heightened Def Con from 0.0313438 +++++++++++++++++++to 0.0313438
Heightened Def Con from 0.0313667 ++++++++++++++++++++to 0.0313667
Heightened Def Con from 0.0314 ++++++++++++++++++++to 0.0314
Heightened Def Con from 0.0314063 +++++++++++++++++++to 0.0314063
Heightened Def Con from 0.0314333 ++++++++++++++++++++to 0.0314333
Heightened Def Con from 0.0314667 ++++++++++++++++++++to 0.0314667
Heightened Def Con from 0.0314688 +++++++++++++++++++to 0.0314688
Heightened Def Con from 0.0315 ++++++++++++++++++++to 0.0315
Heightened Def Con from 0.0315313 +++++++++++++++++++to 0.0315313
Heightened Def Con from 0.0315333 ++++++++++++++++++++to 0.0315333
Heightened Def Con from 0.0315667 ++++++++++++++++++++to 0.0315667
Heightened Def Con from 0.0315938 +++++++++++++++++++to 0.0315938
Heightened Def Con from 0.0316 ++++++++++++++++++++to 0.0316
Heightened Def Con from 0.0316333 ++++++++++++++++++++to 0.0316333
Heightened Def Con from 0.0316563 +++++++++++++++++++to 0.0316563
Heightened Def Con from 0.0316667 ++++++++++++++++++++to 0.0316667
Heightened Def Con from 0.0317 ++++++++++++++++++++to 0.0317
Heightened Def Con from 0.0317188 +++++++++++++++++++to 0.0317188
Heightened Def Con from 0.0317333 ++++++++++++++++++++to 0.0317333
Heightened Def Con from 0.0317667 ++++++++++++++++++++to 0.0317667
Heightened Def Con from 0.0317813 +++++++++++++++++++to 0.0317813
Heightened Def Con from 0.0318 ++++++++++++++++++++to 0.0318
Heightened Def Con from 0.0318333 ++++++++++++++++++++to 0.0318333
Heightened Def Con from 0.0318438 +++++++++++++++++++to 0.0318438
Heightened Def Con from 0.0318667 ++++++++++++++++++++to 0.0318667
Heightened Def Con from 0.0319 ++++++++++++++++++++to 0.0319
Heightened Def Con from 0.0319063 +++++++++++++++++++to 0.0319063
Heightened Def Con from 0.0319333 ++++++++++++++++++++to 0.0319333
Heightened Def Con from 0.0319667 ++++++++++++++++++++to 0.0319667
Heightened Def Con from 0.0319688 +++++++++++++++++++to 0.0319688
Heightened Def Con from 0.032 ++++++++++++++++++++to 0.032
Heightened Def Con from 0.0320313 +++++++++++++++++++to 0.0320313
Heightened Def Con from 0.0320333 ++++++++++++++++++++to 0.0320333
Heightened Def Con from 0.0320667 ++++++++++++++++++++to 0.0320667
Heightened Def Con from 0.0320938 +++++++++++++++++++to 0.0320938
Heightened Def Con from 0.0321 ++++++++++++++++++++to 0.0321
Heightened Def Con from 0.0321333 ++++++++++++++++++++to 0.0321333
Heightened Def Con from 0.0321563 +++++++++++++++++++to 0.0321563
Heightened Def Con from 0.0321667 ++++++++++++++++++++to 0.0321667
Heightened Def Con from 0.0322 ++++++++++++++++++++to 0.0322
Heightened Def Con from 0.0322188 +++++++++++++++++++to 0.0322188
Heightened Def Con from 0.0322333 ++++++++++++++++++++to 0.0322333
Heightened Def Con from 0.0322667 ++++++++++++++++++++to 0.0322667
Heightened Def Con from 0.0322813 +++++++++++++++++++to 0.0322813
Heightened Def Con from 0.0323 ++++++++++++++++++++to 0.0323
Heightened Def Con from 0.0323333 ++++++++++++++++++++to 0.0323333
Heightened Def Con from 0.0323438 +++++++++++++++++++to 0.0323438
Heightened Def Con from 0.0323667 ++++++++++++++++++++to 0.0323667
Heightened Def Con from 0.0324 ++++++++++++++++++++to 0.0324
Heightened Def Con from 0.0324063 +++++++++++++++++++to 0.0324063
Heightened Def Con from 0.0324333 ++++++++++++++++++++to 0.0324333
Heightened Def Con from 0.0324667 ++++++++++++++++++++to 0.0324667
Heightened Def Con from 0.0324688 +++++++++++++++++++to 0.0324688
Heightened Def Con from 0.0325 ++++++++++++++++++++to 0.0325
Heightened Def Con from 0.0325313 +++++++++++++++++++to 0.0325313
Heightened Def Con from 0.0325333 ++++++++++++++++++++to 0.0325333
Heightened Def Con from 0.0325667 ++++++++++++++++++++to 0.0325667
Heightened Def Con from 0.0325938 +++++++++++++++++++to 0.0325938
Heightened Def Con from 0.0326 ++++++++++++++++++++to 0.0326
Heightened Def Con from 0.0326333 ++++++++++++++++++++to 0.0326333
Heightened Def Con from 0.0326563 +++++++++++++++++++to 0.0326563
Heightened Def Con from 0.0326667 ++++++++++++++++++++to 0.0326667
Heightened Def Con from 0.0327 ++++++++++++++++++++to 0.0327
Heightened Def Con from 0.0327188 +++++++++++++++++++to 0.0327188
Heightened Def Con from 0.0327333 ++++++++++++++++++++to 0.0327333
Heightened Def Con from 0.0327667 ++++++++++++++++++++to 0.0327667
Heightened Def Con from 0.0327813 +++++++++++++++++++to 0.0327813
Heightened Def Con from 0.0328 ++++++++++++++++++++to 0.0328
Heightened Def Con from 0.0328333 ++++++++++++++++++++to 0.0328333
Heightened Def Con from 0.0328438 +++++++++++++++++++to 0.0328438
Heightened Def Con from 0.0328667 ++++++++++++++++++++to 0.0328667
Heightened Def Con from 0.0329 ++++++++++++++++++++to 0.0329
Heightened Def Con from 0.0329063 +++++++++++++++++++to 0.0329063
Heightened Def Con from 0.0329333 ++++++++++++++++++++to 0.0329333
Heightened Def Con from 0.0329667 ++++++++++++++++++++to 0.0329667
Heightened Def Con from 0.0329688 +++++++++++++++++++to 0.0329688
Heightened Def Con from 0.033 ++++++++++++++++++++to 0.033
Heightened Def Con from 0.0330313 +++++++++++++++++++to 0.0330313
Heightened Def Con from 0.0330333 ++++++++++++++++++++to 0.0330333
Heightened Def Con from 0.0330667 ++++++++++++++++++++to 0.0330667
Heightened Def Con from 0.0330938 +++++++++++++++++++to 0.0330938
Heightened Def Con from 0.0331 ++++++++++++++++++++to 0.0331
Heightened Def Con from 0.0331333 ++++++++++++++++++++to 0.0331333
Heightened Def Con from 0.0331563 +++++++++++++++++++to 0.0331563
Heightened Def Con from 0.0331667 ++++++++++++++++++++to 0.0331667
Heightened Def Con from 0.0332 ++++++++++++++++++++to 0.0332
